Dataset_Name,Organ,Compartment,Abundance_Old,Abundance_Old_transformed,Abundance_Young,Abundance_Young_transformed,Canonical_Gene_Symbol,Gene_Symbol,Match_Confidence,Match_Level,Matrisome_Category,Matrisome_Division,Method,N_Profiles_Old,N_Profiles_Young,Protein_ID,Protein_Name,Species,Study_ID,Tissue,Tissue_Compartment,Zscore_Delta,Zscore_Old,Zscore_Young,Data_Quality,Abundance_Young_Original,Abundance_Old_Original,Abundance_Old_log2,Abundance_Young_log2
Tam_2020,Intervertebral_disc,NP,29.94843333333333,,29.466099999999997,,PRSS2,PRSS3P2;PRSS2;PRSS1,95.0,Level 2: UniProt ID,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,1.0,CON__P07477;Q8NHM4;P07478;P07477,Putative trypsin-6;Trypsin-2;Trypsin-1;Alpha-trypsin chain 1;Alpha-trypsin chain 2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.02776876985899014,0.4305233781233245,0.3682364311201117,Original,29.4661,29.94843333333333,4.951794474296593,4.929132925703619
Tam_2020,Intervertebral_disc,NP,20.1819,,20.1819,,FLG,FLG,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,CON__P20930;P20930,Filaggrin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.13421454462996313,-2.073053306102053,-1.5254964436301073,Original,20.1819,20.1819,4.404760098648009,4.404760098648009
Tam_2020,Intervertebral_disc,NP,28.99045,,25.242499999999996,,HRNR,HRNR,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,CON__Q86YZ3;Q86YZ3,Hornerin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.6929176769723909,0.1849516224806021,-0.49326700157145337,Original,25.2425,28.99045,4.9064312645731,4.713833260186281
Tam_2020,Intervertebral_disc,NP,26.435699999999994,,13.296338188354735,,MASP2,MASP2,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,O00187,Mannan-binding lectin serine protease 2;Mannan-binding lectin serine protease 2 A chain;Mannan-binding lectin serine protease 2 B chain,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,2.7655011734834765,-0.4699391474300586,-2.929970147755106,Original,13.296338188354737,26.435699999999997,4.7779824803778626,3.8375737625894906
Tam_2020,Intervertebral_disc,NP,26.186999999999998,,25.890697916666667,,LEFTY2,LEFTY2;LEFTY1,95.0,Level 2: UniProt ID,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O00292;O75610,Left-right determination factor 2;Left-right determination factor 1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.0688238642705925,-0.533691504598775,-0.3610516567774724,Original,25.890697916666667,26.187,4.764845058169521,4.749035294049343
Tam_2020,Intervertebral_disc,NP,28.2688,,31.01376666666667,,MATN2,MATN2,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O00339,Matrilin-2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.7399991408023799,-3.787712054380097e-05,0.6839197690298686,Original,31.01376666666667,28.2688,4.871291692375117,5.000620525960898
Tam_2020,Intervertebral_disc,NP,25.3422,,26.5833,,AGRN,AGRN,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),2.0,3.0,O00468,Agrin;Agrin N-terminal 110 kDa subunit;Agrin C-terminal 110 kDa subunit;Agrin C-terminal 90 kDa fragment;Agrin C-terminal 22 kDa fragment,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.40811195527596517,-0.7502495718932362,-0.2197790286211611,Original,26.5833,25.3422,4.719303933896711,4.785723162646892
Tam_2020,Intervertebral_disc,NP,28.42685,,29.385166666666663,,PLOD2,PLOD2,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),2.0,3.0,O00469,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.345704717524094,0.04047704065394748,0.35172815749433317,Original,29.385166666666667,28.42685,4.879061212000778,4.925295300165564
Tam_2020,Intervertebral_disc,NP,26.002966666666666,,26.002966666666666,,CCL21,CCL21,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,3.0,O00585,C-C motif chemokine 21,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.13421454462996313,-0.5808670526390494,-0.33815178143203495,Original,26.00296666666667,26.00296666666667,4.755046011799382,4.755046011799382
Tam_2020,Intervertebral_disc,NP,25.090199999999996,,24.47115,,CCN1,CYR61,95.0,Level 2: UniProt ID,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),2.0,0.0,O00622,Protein CYR61,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,0.002403126839221938,-0.8148478590123233,-0.6506021357713383,Original,24.47115,25.0902,4.705436098372059,4.670792192381018
Tam_2020,Intervertebral_disc,NP,26.0013,,26.086199999999998,,NELL1,NRP1,80.0,Level 3: Synonym,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),2.0,1.0,O14786,Neuropilin-1,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.15295106075585538,-0.5812942899877201,-0.3211743682345193,Original,26.0862,26.0013,4.7549569635858235,4.759486102834932
Tam_2020,Intervertebral_disc,NP,11.004539904031809,,25.821499999999997,,PLXNB2,PLXNB2,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),0.0,1.0,O15031,Plexin-B2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-3.404158146217921,-4.425599903223482,-0.3751662137297031,Original,25.8215,11.00453990403181,3.5855082055867427,4.745318017515576
Tam_2020,Intervertebral_disc,NP,25.3606,,25.965233333333337,,SEMA3E,SEMA3E,100.0,Level 1: Gene Symbol,ECM-affiliated Proteins,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15041,Semaphorin-3E,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.2676506129486009,-0.7455328715639051,-0.3458483900582205,Original,25.965233333333337,25.3606,4.720311303138229,4.753028612599601
Tam_2020,Intervertebral_disc,NP,25.610366666666664,,27.0991,,LAMA5,LAMA5,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15230,Laminin subunit alpha-5,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.46276196638678463,-0.6815070824920392,-0.11456938031585094,Original,27.099100000000004,25.610366666666668,4.7339164844108605,4.812452017279097
Tam_2020,Intervertebral_disc,NP,26.742266666666666,,31.691500000000005,,MATN3,MATN3,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15232,Matrilin-3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-1.2264570671365138,-0.3913531095154754,0.8221595628351923,Original,31.691500000000005,26.742266666666666,4.794013761970813,5.030843669389717
Tam_2020,Intervertebral_disc,NP,35.29563333333333,,37.46103333333333,,CHAD,CHAD,100.0,Level 1: Gene Symbol,Proteoglycans,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O15335,Chondroadherin,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.6120950159963743,1.80123750861213,1.998992778976652,Original,37.46103333333333,35.295633333333335,5.181724085331879,5.265325619001702
Tam_2020,Intervertebral_disc,NP,25.8652,,25.576749999999997,,P4HA2,P4HA2,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,2.0,O15460,Prolyl 4-hydroxylase subunit alpha-2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.07055673454146073,-0.6161824918802107,-0.42508878337438066,Original,25.57675,25.8652,4.747666673224004,4.732092786952197
Tam_2020,Intervertebral_disc,NP,25.0857,,24.949799999999996,,CCL16,CCL16,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O15467,C-C motif chemokine 16,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.10422287747438147,-0.8160013998537347,-0.5529701114182242,Original,24.9498,25.0857,4.705187242954132,4.6976515143907465
Tam_2020,Intervertebral_disc,NP,25.2393,,26.55489318181818,,ANGPTL7,ANGPTL7,100.0,Level 1: Gene Symbol,Secreted Factors,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O43827,Angiopoietin-related protein 7,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.42455179864940845,-0.776627205800196,-0.22557327319344167,Original,26.55489318181818,25.2393,4.713657327800709,4.784236629375513
Tam_2020,Intervertebral_disc,NP,30.88043333333333,,31.9629,,EDIL3,EDIL3,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O43854,EGF-like repeat and discoidin I-like domain-containing protein 3,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.37310328615813154,0.6694345035002629,0.8775180323002192,Original,31.9629,30.880433333333333,4.994599334115441,5.042771267978031
Tam_2020,Intervertebral_disc,NP,24.858799999999995,,19.671284018436772,,PLOD3,PLOD3,100.0,Level 1: Gene Symbol,ECM Regulators,Matrisome-associated,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O60568,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,1.010614393437007,-0.8741654925018337,-1.6296486883748493,Original,19.671284018436772,24.8588,4.6925834220765905,4.3695561009461565
Tam_2020,Intervertebral_disc,NP,31.41683333333333,,31.522566666666663,,SRPX2,SRPX2,100.0,Level 1: Gene Symbol,ECM Glycoproteins,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),3.0,3.0,O60687,Sushi repeat-containing protein SRPX2,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.1575487531699442,0.8069365717966043,0.787701601247281,Original,31.522566666666663,31.416833333333333,5.018671261701191,5.023369213651824
Tam_2020,Intervertebral_disc,NP,25.1216,,26.273214285714285,,KERA,KERA,100.0,Level 1: Gene Symbol,Proteoglycans,Core matrisome,Label-free LC-MS/MS (MaxQuant LFQ),1.0,0.0,O60938,Keratocan,Homo sapiens,Tam_2020,Intervertebral_disc_NP,NP,-0.38836342136841046,-0.8067987073633565,-0.2830283674046065,Original,26.273214285714285,25.1216,4.707171362421385,4.7694128340400095
